"ORIGINAL_CRIME_TYPE_NAME","TIME","MONTH","COUNT(*)"
"Trespasser","11","01",130
"Threats / Harassment","21","01",33
"Stolen Vehicle","21","01",26
"Assault / Battery","18","01",75
"Assault / Battery","22","01",64
"Traffic Stop","21","01",489
"Assault / Battery","21","01",86
"Drugs","12","01",59
"Homeless Complaint","20","01",190
"Fight No Weapon","10","01",111
"Stolen Vehicle","11","01",70
"Trespasser","06","01",134
"Traf Violation Cite","16","01",18
"Threats / Harassment","11","01",37
"Vandalism","05","01",12
"Auto Boost / Strip","07","01",33
"Drugs","18","01",30
"Assault / Battery","01","01",60
"Veh Accident","21","01",25
"Vandalism","04","01",15
"Traf Violation Cite","04","01",19
"Assault / Battery","03","01",23
"Traf Violation Cite","01","01",32
"Traf Violation Cite","18","01",34
"Traf Violation Cite","14","12",238
"Drugs","08","12",57
"Traf Violation Cite","08","12",304
"Auto Boost / Strip","08","12",82
"Traffic Stop","18","12",1174
"Homeless Complaint","14","12",425
"Noise Nuisance","20","12",137
"Assault / Battery","20","12",118
"Traf Violation Cite","18","12",235
"Assault / Battery","13","12",119
"Audible Alarm","07","12",325
"Petty Theft","07","12",56
"Trespasser","07","12",298
"Petty Theft","13","12",165
"Trespasser","13","12",204
"Burglary","19","12",58
"Veh Accident","19","12",52
"Noise Nuisance","17","12",98
"Noise Nuisance","06","12",54
"Trespasser","06","12",243
"Traf Violation Cite","17","12",270
"Traf Violation Tow","17","12",84
"Assault / Battery","06","12",31
"Traffic Stop","23","12",909
"Traf Violation Cite","23","12",88
"Fight No Weapon","23","12",247
"Traffic Stop","04","12",171
"Suspicious Vehicle","22","12",309
"Assault / Battery","11","12",100
"Trespasser","11","12",245
"Traf Violation Tow","16","12",69
"Suspicious Person","11","12",533
"Mentally Disturbed","11","12",117
"Petty Theft","11","12",174
"Well Being Check","16","12",279
"Suspicious Vehicle","16","12",261
"Fraud","11","12",84
"Trespasser","00","12",176
"Homeless Complaint","10","12",703
"Suspicious Person","10","12",466
"Fight No Weapon","00","12",181
"Suspicious Vehicle","00","12",281
"Trespasser","15","12",234
"Trespasser","09","12",247
"Vandalism","09","12",57
"Assault / Battery","16","12",137
"Drugs","22","12",43
"Assault / Battery","08","12",84
"Threats / Harassment","07","12",27
"Homeless Complaint","04","12",92
"Suspicious Vehicle","04","12",94
"Traf Violation Cite","03","12",37
"Assault / Battery","10","12",89
"Traf Violation Tow","15","12",67
"Stolen Vehicle","17","12",86
"Homeless Complaint","23","12",167
"Mentally Disturbed","04","12",33
"Burglary","04","12",29
"Traffic Stop","03","12",185
"Veh Accident","20","12",47
"Fraud","09","12",42
"Veh Accident","08","12",31
"Petty Theft","02","12",30
"Noise Nuisance","17","11",77
"Traf Violation Cite","17","11",224
"Fight No Weapon","17","11",228
"Drugs","17","11",89
"Suspicious Person","17","11",601
"Traf Violation Cite","22","11",107
"Well Being Check","17","11",301
"Traf Violation Cite","21","11",154
"Vandalism","21","11",71
"Traf Violation Tow","21","11",65
"Trespasser","20","11",209
"Vandalism","20","11",78
"Drugs","19","11",74
"Suspicious Person","18","11",519
"Traffic Stop","23","11",960
"Noise Nuisance","23","11",437
"Veh Accident","18","11",68
"Veh Accident","23","11",18
"Petty Theft","09","11",123
"Traf Violation Cite","14","11",223
"Suspicious Vehicle","14","11",250
"Trespasser","14","11",201
"Assault / Battery","14","11",136
"Homeless Complaint","13","11",494
"Fight No Weapon","13","11",195
"Fraud","13","11",84
"Traffic Stop","08","11",798
"Suspicious Person","08","11",413
"Traffic Stop","16","11",1808
"Stolen Vehicle","13","11",79
"Suspicious Person","12","11",771
"Audible Alarm","12","11",227
"Burglary","12","11",89
"Veh Accident","12","11",70
"Traf Violation Cite","12","11",238
"Petty Theft","12","11",178
"Fight No Weapon","06","11",74
"Traf Violation Cite","06","11",99
"Burglary","16","11",72
"Trespasser","11","11",197
"Traffic Stop","11","11",904
"Well Being Check","06","11",114
"Suspicious Vehicle","06","11",77
"Trespasser","05","11",123
"Homeless Complaint","15","11",371
"Veh Accident","11","11",61
"Fight No Weapon","03","11",83
"Homeless Complaint","10","11",699
"Threats / Harassment","02","11",17
"Trespasser","10","11",203
"Trespasser","02","11",116
"Trespasser","01","11",133
"Noise Nuisance","00","11",404
"Well Being Check","00","11",161
"Threats / Harassment","23","11",43
"Burglary","06","11",48
"Suspicious Vehicle","03","11",134
"Burglary","14","11",80
"Mentally Disturbed","13","11",162
"Veh Accident","06","11",13
"Threats / Harassment","07","11",37
"Drugs","06","11",18
"Mentally Disturbed","02","11",40
"Burglary","01","11",30
"Traf Violation Tow","00","11",35
"Threats / Harassment","03","11",11
"Stolen Vehicle","02","11",16
"Audible Alarm","19","10",318
"Traffic Stop","19","10",1020
"Stolen Vehicle","22","10",60
"Vandalism","22","10",85
"Suspicious Person","21","10",384
"Traf Violation Tow","21","10",69
"Suspicious Vehicle","21","10",287
"Auto Boost / Strip","20","10",224
"Suspicious Person","20","10",449
"Noise Nuisance","20","10",171
"Trespasser","20","10",195
"Traf Violation Cite","12","10",295
"Homeless Complaint","07","10",1092
"Suspicious Vehicle","07","10",155
"Suspicious Person","07","10",389
"Threats / Harassment","07","10",31
"Audible Alarm","15","10",238
"Well Being Check","11","10",232
"Mentally Disturbed","11","10",189
"Threats / Harassment","15","10",93
"Petty Theft","21","10",108
"Traf Violation Cite","06","10",82
"Suspicious Person","06","10",172
"Veh Accident","10","10",82
"Trespasser","18","10",201
"Traf Violation Cite","18","10",354
"Veh Accident","18","10",86
"Burglary","10","10",123
"Trespasser","05","10",146
"Homeless Complaint","04","10",116
"Threats / Harassment","04","10",12
"Fraud","10","10",66
"Audible Alarm","17","10",237
"Auto Boost / Strip","17","10",195
"Vandalism","02","10",36
"Veh Accident","17","10",93
"Mentally Disturbed","13","10",200
"Suspicious Person","01","10",255
"Mentally Disturbed","01","10",57
"Assault / Battery","01","10",116
"Suspicious Vehicle","13","10",233
"Audible Alarm","01","10",210
"Mentally Disturbed","00","10",74
"Fight No Weapon","08","10",134
"Drugs","16","10",121
"Veh Accident","16","10",103
"Burglary","08","10",99
"Assault / Battery","00","10",94
"Threats / Harassment","13","10",78
"Burglary","20","10",43
"Veh Accident","12","10",75
"Fight No Weapon","06","10",88
"Traf Violation Cite","05","10",70
"Stolen Vehicle","11","10",131
"Traf Violation Tow","03","10",22
"Burglary","09","10",128
"Traf Violation Tow","02","10",23
"Traf Violation Tow","01","10",29
"Veh Accident","09","10",73
"Fraud","16","10",75
"Auto Boost / Strip","04","10",45
"Drugs","03","10",15
"Stolen Vehicle","03","10",18
"Threats / Harassment","00","10",39
"Well Being Check","01","09",146
"Suspicious Vehicle","00","09",301
"Trespasser","22","09",208
"Burglary","16","09",73
"Drugs","16","09",131
"Homeless Complaint","11","09",625
"Traf Violation Cite","16","09",201
"Stolen Vehicle","10","09",95
"Fight No Weapon","21","09",229
"Assault / Battery","20","09",122
"Traf Violation Cite","09","09",302
"Well Being Check","20","09",284
"Traffic Stop","15","09",1184
"Petty Theft","09","09",115
"Well Being Check","14","09",243
"Threats / Harassment","19","09",82
"Fight No Weapon","19","09",234
"Audible Alarm","14","09",215
"Suspicious Vehicle","14","09",267
"Traffic Stop","18","09",1324
"Traf Violation Cite","18","09",264
"Homeless Complaint","13","09",520
"Auto Boost / Strip","13","09",216
"Fight No Weapon","06","09",93
"Vandalism","18","09",70
"Mentally Disturbed","06","09",64
"Homeless Complaint","05","09",350
"Suspicious Vehicle","12","09",222
"Stolen Vehicle","05","09",14
"Assault / Battery","23","09",105
"Petty Theft","04","09",18
"Traf Violation Cite","03","09",50
"Suspicious Vehicle","03","09",114
"Well Being Check","03","09",127
"Fight No Weapon","02","09",222
"Audible Alarm","22","09",241
"Audible Alarm","17","09",267
"Stolen Vehicle","01","09",15
"Auto Boost / Strip","00","09",141
"Drugs","14","09",98
"Threats / Harassment","14","09",85
"Homeless Complaint","14","09",432
"Burglary","22","09",55
"Petty Theft","08","09",85
"Well Being Check","12","09",257
"Audible Alarm","06","09",244
"Traf Violation Tow","06","09",41
"Trespasser","04","09",99
"Stolen Vehicle","12","09",89
"Assault / Battery","04","09",29
"Traffic Stop","11","09",899
"Suspicious Vehicle","02","09",146
"Well Being Check","19","09",244
"Mentally Disturbed","02","09",30
"Traf Violation Tow","02","09",12
"Homeless Complaint","19","09",318
"Fraud","10","09",68
"Noise Nuisance","14","09",63
"Vandalism","17","09",67
"Fight No Weapon","07","09",114
"Drugs","20","09",88
"Burglary","07","09",69
"Fraud","20","09",27
"Traf Violation Tow","04","09",18
"Mentally Disturbed","04","09",41
"Mentally Disturbed","03","09",27
"Veh Accident","06","09",12
"Fraud","19","09",37
"Stolen Vehicle","09","08",125
"Assault / Battery","09","08",102
"Traffic Stop","14","08",1052
"Drugs","09","08",100
"Drugs","14","08",126
"Fight No Weapon","14","08",221
"Trespasser","14","08",192
"Vandalism","08","08",62
"Petty Theft","18","08",186
"Suspicious Vehicle","18","08",301
"Noise Nuisance","18","08",96
"Threats / Harassment","14","08",87
"Traf Violation Tow","23","08",42
"Noise Nuisance","23","08",522
"Auto Boost / Strip","13","08",202
"Trespasser","23","08",173
"Auto Boost / Strip","17","08",203
"Traf Violation Tow","17","08",87
"Well Being Check","22","08",242
"Audible Alarm","12","08",220
"Auto Boost / Strip","12","08",220
"Assault / Battery","12","08",127
"Assault / Battery","22","08",133
"Homeless Complaint","22","08",180
"Traffic Stop","12","08",1051
"Drugs","16","08",131
"Suspicious Vehicle","11","08",189
"Audible Alarm","11","08",220
"Well Being Check","16","08",297
"Assault / Battery","11","08",106
"Veh Accident","21","08",37
"Noise Nuisance","20","08",188
"Assault / Battery","10","08",102
"Burglary","10","08",105
"Petty Theft","20","08",144
"Fight No Weapon","15","08",222
"Fight No Weapon","10","08",166
"Veh Accident","10","08",51
"Stolen Vehicle","23","08",41
"Stolen Vehicle","07","08",61
"Trespasser","07","08",249
"Petty Theft","16","08",193
"Traf Violation Cite","05","08",89
"Homeless Complaint","05","08",334
"Trespasser","03","08",112
"Mentally Disturbed","15","08",186
"Audible Alarm","02","08",232
"Veh Accident","01","08",12
"Noise Nuisance","01","08",369
"Fraud","19","08",47
"Fight No Weapon","01","08",191
"Veh Accident","00","08",20
"Trespasser","00","08",178
"Burglary","06","08",45
"Trespasser","02","08",156
"Vandalism","01","08",42
"Vandalism","15","08",87
"Fraud","12","08",98
"Homeless Complaint","19","08",317
"Mentally Disturbed","03","08",38
"Threats / Harassment","03","08",33
"Noise Nuisance","15","08",58
"Homeless Complaint","01","08",78
"Stolen Vehicle","02","08",19
"Fraud","21","08",34
"Audible Alarm","22","07",272
"Suspicious Person","22","07",432
"Audible Alarm","21","07",316
"Traf Violation Cite","21","07",139
"Suspicious Person","20","07",403
"Fight No Weapon","20","07",241
"Traffic Stop","20","07",578
"Trespasser","20","07",200
"Assault / Battery","20","07",160
"Fight No Weapon","19","07",228
"Audible Alarm","19","07",318
"Suspicious Vehicle","19","07",280
"Burglary","19","07",69
"Trespasser","19","07",180
"Drugs","20","07",85
"Audible Alarm","23","07",290
"Auto Boost / Strip","23","07",221
"Homeless Complaint","08","07",845
"Well Being Check","21","07",246
"Traffic Stop","18","07",1171
"Auto Boost / Strip","18","07",221
"Assault / Battery","18","07",163
"Suspicious Person","17","07",698
"Traf Violation Cite","17","07",222
"Traffic Stop","16","07",1440
"Fraud","10","07",59
"Vandalism","17","07",86
"Drugs","17","07",132
"Trespasser","13","07",165
"Vandalism","08","07",52
"Suspicious Person","18","07",647
"Traf Violation Tow","18","07",65
"Noise Nuisance","16","07",66
"Trespasser","10","07",207
"Well Being Check","12","07",233
"Auto Boost / Strip","07","07",71
"Vandalism","07","07",48
"Well Being Check","07","07",134
"Traffic Stop","00","07",671
"Threats / Harassment","10","07",62
"Suspicious Vehicle","10","07",195
"Vandalism","12","07",66
"Assault / Battery","15","07",127
"Well Being Check","15","07",268
"Suspicious Person","06","07",167
"Stolen Vehicle","06","07",31
"Assault / Battery","07","07",60
"Homeless Complaint","15","07",303
"Audible Alarm","16","07",247
"Homeless Complaint","11","07",493
"Homeless Complaint","05","07",308
"Trespasser","14","07",183
"Fraud","14","07",97
"Audible Alarm","09","07",281
"Trespasser","04","07",103
"Trespasser","03","07",103
"Fraud","15","07",110
"Traf Violation Cite","04","07",35
"Fraud","08","07",24
"Auto Boost / Strip","01","07",103
"Suspicious Vehicle","13","07",231
"Stolen Vehicle","14","07",80
"Assault / Battery","19","07",138
"Fraud","18","07",63
"Stolen Vehicle","09","07",93
"Stolen Vehicle","18","07",75
"Audible Alarm","11","07",274
"Assault / Battery","22","07",116
"Traf Violation Tow","01","07",30
"Traf Violation Tow","06","07",31
"Drugs","05","07",14
"Petty Theft","05","07",28
"Well Being Check","03","07",118
"Auto Boost / Strip","09","07",134
"Auto Boost / Strip","04","07",45
"Threats / Harassment","17","07",75
"Petty Theft","01","07",32
"Mentally Disturbed","05","07",34
"Trespasser","23","06",173
"Traf Violation Tow","13","06",88
"Traffic Stop","13","06",1022
"Traffic Stop","23","06",992
"Assault / Battery","23","06",113
"Homeless Complaint","23","06",168
"Audible Alarm","17","06",243
"Traf Violation Cite","17","06",211
"Burglary","17","06",60
"Trespasser","12","06",187
"Trespasser","19","06",169
"Stolen Vehicle","12","06",79
"Suspicious Vehicle","11","06",157
"Audible Alarm","10","06",254
"Assault / Battery","10","06",99
"Suspicious Vehicle","10","06",133
"Drugs","11","06",88
"Stolen Vehicle","11","06",96
"Vandalism","16","06",65
"Vandalism","12","06",80
"Assault / Battery","22","06",127
"Burglary","22","06",42
"Traf Violation Tow","22","06",60
"Traffic Stop","22","06",1157
"Drugs","14","06",83
"Vandalism","14","06",62
"Fraud","14","06",102
"Auto Boost / Strip","14","06",200
"Assault / Battery","14","06",124
"Audible Alarm","14","06",248
"Traf Violation Tow","21","06",35
"Suspicious Vehicle","09","06",149
"Petty Theft","09","06",116
"Audible Alarm","06","06",254
"Burglary","08","06",98
"Threats / Harassment","00","06",40
"Fraud","15","06",95
"Vandalism","07","06",43
"Trespasser","07","06",233
"Audible Alarm","03","06",202
"Stolen Vehicle","06","06",44
"Petty Theft","02","06",31
"Mentally Disturbed","02","06",47
"Assault / Battery","01","06",100
"Mentally Disturbed","05","06",46
"Noise Nuisance","07","06",55
"Threats / Harassment","07","06",50
"Fight No Weapon","00","06",220
"Suspicious Vehicle","07","06",101
"Drugs","05","06",17
"Assault / Battery","05","06",38
"Threats / Harassment","05","06",20
"Traf Violation Cite","04","06",27
"Veh Accident","08","06",31
"Traf Violation Tow","01","06",28
"Stolen Vehicle","01","06",30
"Assault / Battery","07","06",61
"Burglary","02","06",30
"Traf Violation Tow","03","06",11
"Threats / Harassment","04","06",14
"Petty Theft","03","06",23
"Noise Nuisance","08","06",27
"Fight No Weapon","12","05",202
"Trespasser","11","05",168
"Assault / Battery","22","05",120
"Suspicious Person","22","05",442
"Drugs","22","05",44
"Audible Alarm","11","05",244
"Traf Violation Cite","22","05",90
"Traffic Stop","19","05",966
"Stolen Vehicle","21","05",53
"Traf Violation Cite","21","05",132
"Auto Boost / Strip","21","05",246
"Suspicious Person","21","05",341
"Assault / Battery","18","05",147
"Traf Violation Tow","16","05",73
"Burglary","16","05",77
"Assault / Battery","09","05",87
"Vandalism","09","05",69
"Assault / Battery","17","05",152
"Petty Theft","15","05",195
"Vandalism","15","05",78
"Threats / Harassment","08","05",59
"Homeless Complaint","08","05",933
"Fight No Weapon","17","05",258
"Threats / Harassment","20","05",80
"Trespasser","20","05",195
"Drugs","10","05",91
"Audible Alarm","10","05",236
"Trespasser","14","05",173
"Vandalism","14","05",61
"Petty Theft","19","05",160
"Drugs","19","05",117
"Petty Theft","10","05",134
"Stolen Vehicle","10","05",98
"Homeless Complaint","14","05",547
"Well Being Check","13","05",241
"Traf Violation Cite","12","05",219
"Noise Nuisance","23","05",469
"Petty Theft","09","05",105
"Trespasser","04","05",103
"Burglary","19","05",76
"Stolen Vehicle","15","05",94
"Vandalism","22","05",67
"Suspicious Vehicle","18","05",315
"Trespasser","02","05",130
"Homeless Complaint","22","05",250
"Suspicious Vehicle","08","05",131
"Auto Boost / Strip","02","05",71
"Well Being Check","02","05",152
"Drugs","02","05",17
"Suspicious Person","01","05",298
"Petty Theft","21","05",88
"Auto Boost / Strip","01","05",99
"Suspicious Vehicle","00","05",288
"Veh Accident","13","05",71
"Noise Nuisance","08","05",31
"Suspicious Vehicle","07","05",127
"Traf Violation Tow","06","05",38
"Audible Alarm","06","05",227
"Homeless Complaint","06","05",874
"Mentally Disturbed","00","05",72
"Veh Accident","07","05",22
"Auto Boost / Strip","15","05",242
"Mentally Disturbed","23","05",72
"Mentally Disturbed","07","05",114
"Fraud","11","05",87
"Traf Violation Tow","05","05",29
"Trespasser","01","05",134
"Auto Boost / Strip","10","05",147
"Vandalism","13","05",53
"Fight No Weapon","02","05",197
"Mentally Disturbed","03","05",40
"Burglary","03","05",26
"Traffic Stop","16","04",1995
"Suspicious Vehicle","08","04",138
"Mentally Disturbed","20","04",111
"Traffic Stop","20","04",669
"Stolen Vehicle","20","04",56
"Well Being Check","14","04",254
"Veh Accident","14","04",82
"Homeless Complaint","12","04",640
"Suspicious Vehicle","12","04",188
"Fraud","12","04",89
"Traf Violation Cite","07","04",72
"Auto Boost / Strip","06","04",44
"Fight No Weapon","19","04",253
"Traffic Stop","11","04",1014
"Suspicious Person","11","04",616
"Audible Alarm","04","04",195
"Assault / Battery","19","04",133
"Assault / Battery","13","04",126
"Assault / Battery","11","04",119
"Traf Violation Cite","18","04",84
"Well Being Check","13","04",260
"Trespasser","05","04",108
"Noise Nuisance","04","04",119
"Stolen Vehicle","18","04",82
"Suspicious Person","10","04",503
"Well Being Check","06","04",111
"Burglary","18","04",80
"Auto Boost / Strip","12","04",182
"Trespasser","23","04",168
"Vandalism","23","04",47
"Audible Alarm","23","04",227
"Vandalism","18","04",94
"Fight No Weapon","16","04",210
"Traffic Stop","09","04",1337
"Petty Theft","23","04",63
"Noise Nuisance","09","04",38
"Fight No Weapon","08","04",153
"Homeless Complaint","21","04",333
"Vandalism","21","04",74
"Auto Boost / Strip","17","04",186
"Trespasser","15","04",198
"Trespasser","10","04",186
"Assault / Battery","10","04",106
"Auto Boost / Strip","02","04",63
"Traf Violation Tow","13","04",65
"Petty Theft","10","04",139
"Assault / Battery","09","04",99
"Burglary","15","04",67
"Auto Boost / Strip","13","04",174
"Petty Theft","08","04",83
"Auto Boost / Strip","00","04",93
"Assault / Battery","00","04",80
"Threats / Harassment","06","04",21
"Traf Violation Cite","00","04",89
"Auto Boost / Strip","03","04",51
"Drugs","18","04",97
"Noise Nuisance","11","04",45
"Drugs","21","04",56
"Veh Accident","01","04",20
"Mentally Disturbed","04","04",33
"Mentally Disturbed","21","03",73
"Well Being Check","21","03",169
"Trespasser","21","03",131
"Suspicious Vehicle","20","03",171
"Threats / Harassment","17","03",86
"Audible Alarm","13","03",137
"Burglary","13","03",41
"Assault / Battery","12","03",80
"Noise Nuisance","19","03",65
"Vandalism","17","03",53
"Threats / Harassment","13","03",67
"Homeless Complaint","15","03",300
"Fraud","22","03",13
"Vandalism","15","03",56
"Assault / Battery","15","03",95
"Fight No Weapon","22","03",169
"Threats / Harassment","14","03",60
"Fight No Weapon","09","03",103
"Audible Alarm","09","03",186
"Burglary","00","03",25
"Suspicious Person","10","03",361
"Mentally Disturbed","10","03",113
"Fraud","13","03",63
"Noise Nuisance","09","03",17
"Threats / Harassment","23","03",31
"Traf Violation Tow","20","03",26
"Well Being Check","08","03",124
"Stolen Vehicle","17","03",50
"Stolen Vehicle","08","03",48
"Burglary","22","03",37
"Stolen Vehicle","22","03",43
"Veh Accident","17","03",62
"Veh Accident","21","03",27
"Auto Boost / Strip","05","03",31
"Homeless Complaint","03","03",72
"Stolen Vehicle","15","03",57
"Well Being Check","10","03",167
"Stolen Vehicle","21","03",24
"Traf Violation Tow","13","03",25
"Mentally Disturbed","00","03",34
"Fraud","08","03",18
"Noise Nuisance","23","02",243
"Traffic Stop","11","02",677
"Auto Boost / Strip","11","02",127
"Stolen Vehicle","11","02",57
"Well Being Check","03","02",65
"Auto Boost / Strip","20","02",147
"Homeless Complaint","15","02",262
"Drugs","19","02",30
"Suspicious Vehicle","16","02",157
"Trespasser","06","02",110
"Suspicious Person","02","02",146
"Threats / Harassment","19","02",61
"Noise Nuisance","19","02",59
"Suspicious Vehicle","14","02",155
"Traffic Stop","10","02",728
"Audible Alarm","01","02",122
"Suspicious Person","01","02",171
"Assault / Battery","15","02",77
"Mentally Disturbed","12","02",97
"Trespasser","14","02",115
"Suspicious Vehicle","11","02",123
"Suspicious Vehicle","09","02",124
"Auto Boost / Strip","22","02",122
"Fraud","09","02",31
"Suspicious Vehicle","21","02",153
"Petty Theft","13","02",103
"Vandalism","18","02",44
"Auto Boost / Strip","14","02",118
"Audible Alarm","14","02",164
"Traf Violation Cite","14","02",26
"Threats / Harassment","08","02",31
"Homeless Complaint","08","02",659
"Auto Boost / Strip","13","02",128
"Vandalism","09","02",35
"Petty Theft","09","02",56
"Burglary","17","02",49
"Traf Violation Cite","07","02",46
"Suspicious Person","04","02",95
"Traf Violation Cite","04","02",14
"Trespasser","07","02",135
"Veh Accident","22","02",16
"Veh Accident","08","02",35
"Drugs","07","02",14
"Well Being Check","06","02",60
"Vandalism","21","02",41
"Stolen Vehicle","20","02",36
"Auto Boost / Strip","16","02",111
"Traf Violation Tow","21","02",16
"Noise Nuisance","18","02",58
"Threats / Harassment","20","02",49
"Traf Violation Cite","05","02",27
"Traf Violation Tow","20","02",30
"Traf Violation Tow","05","02",17
"Veh Accident","00","02",11
"Burglary","20","02",29
"Threats / Harassment","09","02",45
"Fight No Weapon","05","02",37
"Vandalism","03","02",15
"Suspicious Person","11","01",417
"Suspicious Person","05","01",56
"Homeless Complaint","04","01",125
"Traffic Stop","18","01",995
"Audible Alarm","17","01",129
"Suspicious Vehicle","09","01",108
"Auto Boost / Strip","16","01",157
"Suspicious Vehicle","16","01",199
"Fight No Weapon","15","01",157
"Burglary","04","01",16
"Noise Nuisance","03","01",123
"Veh Accident","09","01",36
"Mentally Disturbed","03","01",32
"Audible Alarm","03","01",125
"Traffic Stop","02","01",221
"Well Being Check","02","01",112
"Fight No Weapon","14","01",127
"Suspicious Person","14","01",494
"Audible Alarm","14","01",128
"Traf Violation Tow","09","01",23
"Fraud","15","01",85
"Homeless Complaint","02","01",49
"Traf Violation Tow","01","01",13
"Trespasser","08","01",142
"Audible Alarm","08","01",219
"Mentally Disturbed","18","01",91
"Stolen Vehicle","14","01",67
"Homeless Complaint","01","01",81
"Mentally Disturbed","01","01",39
"Vandalism","13","01",46
"Mentally Disturbed","07","01",66
"Auto Boost / Strip","23","01",111
"Veh Accident","12","01",49
"Homeless Complaint","12","01",376
"Auto Boost / Strip","12","01",148
"Suspicious Vehicle","12","01",145
"Burglary","12","01",62
"Mentally Disturbed","23","01",54
"Suspicious Person","22","01",295
"Mentally Disturbed","17","01",110
"Auto Boost / Strip","13","01",165
"Stolen Vehicle","22","01",33
"Threats / Harassment","22","01",31
"Audible Alarm","11","01",161
"Suspicious Vehicle","11","01",118
"Burglary","23","01",32
"Fight No Weapon","21","01",140
"Traf Violation Tow","18","01",16
"Traf Violation Cite","21","01",11
"Audible Alarm","16","01",132
"Fraud","20","01",20
"Drugs","16","01",60
"Well Being Check","00","01",107
"Mentally Disturbed","00","01",33
"Vandalism","14","01",57
"Burglary","15","01",61
"Veh Accident","23","01",19
"Petty Theft","22","01",44
"Vandalism","21","01",45
"Fraud","12","01",51
"Noise Nuisance","13","01",30
"Burglary","05","01",20
"Veh Accident","20","01",37
"Stolen Vehicle","00","01",12
"Traf Violation Cite","00","01",54
"Threats / Harassment","05","01",12
"Traf Violation Tow","17","01",16
"Traf Violation Tow","22","01",15
"Traf Violation Cite","14","01",36
"Trespasser","21","12",214
"Noise Nuisance","21","12",200
"Traffic Stop","19","12",902
"Auto Boost / Strip","19","12",234
"Trespasser","14","12",208
"Homeless Complaint","08","12",862
"Audible Alarm","08","12",385
"Suspicious Vehicle","18","12",250
"Fight No Weapon","14","12",225
"Suspicious Person","20","12",387
"Auto Boost / Strip","13","12",200
"Suspicious Vehicle","13","12",232
"Fight No Weapon","07","12",89
"Trespasser","20","12",199
"Fight No Weapon","18","12",234
"Suspicious Person","19","12",414
"Stolen Vehicle","19","12",54
"Well Being Check","12","12",261
"Traf Violation Tow","12","12",74
"Suspicious Person","06","12",125
"Homeless Complaint","05","12",273
"Traf Violation Cite","05","12",53
"Assault / Battery","23","12",103
"Well Being Check","17","12",268
"Drugs","17","12",71
"Suspicious Person","03","12",174
"Audible Alarm","11","12",257
"Audible Alarm","02","12",220
"Mentally Disturbed","02","12",46
"Traffic Stop","01","12",347
"Petty Theft","21","12",78
"Suspicious Vehicle","10","12",181
"Traffic Stop","10","12",912
"Traf Violation Tow","10","12",75
"Audible Alarm","10","12",303
"Traffic Stop","00","12",651
"Burglary","00","12",41
"Vandalism","20","12",63
"Mentally Disturbed","15","12",154
"Stolen Vehicle","22","12",43
"Vandalism","15","12",84
"Audible Alarm","09","12",342
"Petty Theft","09","12",96
"Stolen Vehicle","15","12",97
"Threats / Harassment","18","12",93
"Traffic Stop","08","12",789
"Suspicious Vehicle","08","12",152
"Drugs","21","12",59
"Mentally Disturbed","18","12",142
"Threats / Harassment","06","12",24
"Noise Nuisance","12","12",38
"Noise Nuisance","05","12",69
"Mentally Disturbed","03","12",31
"Noise Nuisance","03","12",160
"Traf Violation Tow","11","12",99
"Veh Accident","18","12",68
"Fraud","13","12",78
"Vandalism","00","12",42
"Assault / Battery","09","12",78
"Vandalism","08","12",45
"Veh Accident","15","12",77
"Vandalism","01","12",36
"Burglary","01","12",28
"Burglary","03","12",19
"Threats / Harassment","04","12",17
"Stolen Vehicle","01","12",22
"Noise Nuisance","22","11",445
"Trespasser","17","11",201
"Vandalism","17","11",73
"Vandalism","22","11",69
"Suspicious Person","21","11",410
"Audible Alarm","21","11",195
"Well Being Check","21","11",239
"Petty Theft","21","11",83
"Traffic Stop","21","11",691
"Mentally Disturbed","21","11",105
"Suspicious Person","20","11",371
"Assault / Battery","20","11",102
"Traf Violation Tow","19","11",96
"Petty Theft","19","11",134
"Audible Alarm","18","11",228
"Fight No Weapon","23","11",195
"Trespasser","23","11",161
"Audible Alarm","23","11",230
"Stolen Vehicle","18","11",79
"Noise Nuisance","18","11",106
"Traffic Stop","09","11",912
"Burglary","08","11",107
"Suspicious Vehicle","13","11",254
"Traf Violation Tow","13","11",68
"Suspicious Vehicle","08","11",165
"Audible Alarm","16","11",191
"Well Being Check","12","11",261
"Fraud","12","11",69
"Audible Alarm","07","11",339
"Petty Theft","07","11",35
"Fraud","16","11",76
"Veh Accident","16","11",58
"Traf Violation Tow","16","11",69
"Auto Boost / Strip","11","11",190
"Homeless Complaint","06","11",638
"Audible Alarm","06","11",270
"Stolen Vehicle","11","11",116
"Traf Violation Cite","05","11",60
"Mentally Disturbed","05","11",51
"Traf Violation Cite","15","11",236
"Suspicious Person","15","11",713
"Trespasser","15","11",218
"Traf Violation Tow","04","11",19
"Trespasser","04","11",97
"Traffic Stop","03","11",170
"Trespasser","03","11",102
"Burglary","03","11",21
"Well Being Check","02","11",164
"Burglary","10","11",107
"Veh Accident","01","11",15
"Traf Violation Cite","01","11",68
"Traffic Stop","00","11",608
"Audible Alarm","00","11",244
"Homeless Complaint","18","11",311
"Suspicious Person","00","11",323
"Fraud","14","11",88
"Homeless Complaint","14","11",400
"Vandalism","00","11",51
"Assault / Battery","00","11",89
"Traf Violation Tow","12","11",74
"Petty Theft","06","11",24
"Petty Theft","11","11",165
"Vandalism","05","11",24
